idx,cakes_cupcakes_snack_cakes_score,candy_score,chips_pretzels_snacks_score,chocolate_score,cookies_biscuits_score,popcorn_peanuts_seeds_related_snacks_score
29471,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16728,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30223,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30742,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31501,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8237,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
3247,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21048,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14490,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32459,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8634,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22562,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4218,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
10674,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24291,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12785,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13231,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19999,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
10183,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2798,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19500,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21993,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11960,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19648,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16591,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27675,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8028,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5727,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29801,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20448,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8193,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5777,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14567,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6290,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11281,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11831,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12998,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14538,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32484,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12453,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
10181,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
25501,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
17311,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24440,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16438,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4156,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31732,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31767,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29630,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2812,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23562,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2804,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13592,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29587,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
10180,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23023,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14929,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31863,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23701,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24018,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32490,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
35225,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29863,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14719,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13696,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20041,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7603,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22489,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4976,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29157,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32372,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15583,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24296,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20166,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5399,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
35176,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15693,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14991,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
1542,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22608,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11817,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5000,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16616,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19700,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13583,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29660,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19565,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27824,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7342,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22798,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
26827,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
33936,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30911,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32346,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11263,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22133,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32787,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32842,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2119,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5356,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12021,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20715,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6163,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5582,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24827,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21659,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19497,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27073,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
3239,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27894,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
28288,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9520,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22971,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
33419,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
28770,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21174,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9128,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14259,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20438,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2478,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24212,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9818,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8047,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14467,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27891,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23503,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6128,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20414,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27821,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14828,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
35199,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11802,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30037,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29855,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21873,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7619,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15289,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
10514,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7564,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21200,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6982,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8058,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30314,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
20247,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6149,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23416,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14360,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29918,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19311,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30463,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29005,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19809,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12204,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15304,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2262,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32785,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12033,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7955,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12197,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16654,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6512,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11416,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31032,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
34835,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
35254,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
28781,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
28582,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15325,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4116,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16572,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6331,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14132,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22277,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8633,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
25009,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12909,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23557,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
10640,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13202,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9728,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
17049,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9013,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8212,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19836,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7478,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12049,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
26418,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29036,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7625,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
18123,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
25757,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9704,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
35077,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
9356,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19442,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27166,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24844,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23228,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23306,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
7674,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19647,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24661,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15286,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12228,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22105,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
33624,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4435,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
25850,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30545,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14174,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23294,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
3260,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2590,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31022,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4575,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21482,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8913,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4546,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13766,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6005,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
1807,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22363,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
5779,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
26156,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
3206,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
31981,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19664,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
26341,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19498,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30029,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2205,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22599,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14554,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15473,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13487,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
22123,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6802,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21967,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29650,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11719,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
15987,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13161,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6534,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8629,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
32159,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
21160,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13454,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24843,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
1727,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
4437,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19508,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
685,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6530,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8334,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
6625,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
958,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
16554,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13147,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
13288,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11437,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
2283,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14871,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
11794,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30243,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
29226,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
27005,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
836,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
23354,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
3711,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
14276,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
19439,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
24181,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
8616,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
17412,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
30200,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12833,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12320,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
12365,0.21313693,0.051864073,0.034507845,0.040411513,0.35490745,0.3051722
